new_catalysts,best_predicted_activity,true_activity,Al/M,T,P,t,metal
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]1C)[O]2,0.7984414854978478,617.5169928,700,70,8,1,72
CC(C)c1ccccc1[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.7982577135404372,615.9511654,9400,30,8,1,72
CCc1ccc2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7982454343545595,615.8466823,9400,50,8,1,40
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3c4ccccc4c(CC)c1[n+]32,0.7982168000552027,615.6031031,800,60,1,1,28
Cc1ccc(Cc2ccc3c(c2)[O][Hf-2]2([Cl])([Cl])([O]c4ccccc4C=[N+]2C)[N+](c2ccccc2)=C3)cc1,0.7981735956591646,615.2357649,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1ccccc1C(C)(C)C)=[N+]2c1ccccc1,0.7980064584428062,613.8167716,1300,30,8,1,72
CC1C=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]C1)[O]CC(C1CCCCC1)C=[N+]2c1ccccc1,0.7976927361583108,611.1621035,9400,60,8,1,40
CC1C=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC(C3CCCCCC3)=[N+]2c2ccccc2)[O]C1,0.7976711351527028,610.9797422,9400,60,8,1,40
[Cl][Hf-2]12([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]c1ccccc1C=[N+]2c1ccc(Cc2ccccc2)cc1,0.7975245901102979,609.7440073,9400,30,10,1,72
Cc1ccccc1[N+]1=CCC(C)[O][Hf-2]12([Cl])([Cl])[O]C(C)CC=[N+]2c1ccccc1,0.7973993017560564,608.6895005,9400,60,10,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(c1cccc(F)c1F)=[N+]2c1ccccc1,0.7973241794901698,608.0580983,6200,30,8,1,72
CCCCCC[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7973233012215648,608.0507204,9400,60,10,1,40
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2ccc(C)c(C)c2C)[O]c2ccccc21,0.7971959069643847,606.9814822,9400,30,8,1,40
[H]C1CCc2ccc3[n+]4c2C1=[N+](C)[Fe-3]4([Cl])([Cl])[N+](C)=C3C,0.7971325846885157,606.450709,1300,70,8,1,26
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2-c2cccc(C(C)C)c2C(C)C)[O]c2ccccc21,0.7970173609982071,605.4860838,9400,30,8,1,72
CC1=[N+](c2ccccc2F)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7970132329083885,605.4515529,6200,60,10,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cc(F)ccc2C=[N+]1C,0.7967462688691451,603.2226125,6200,60,8,1,72
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1Cc1ccc(F)cc1)[O]2,0.7965229681357398,601.3645301,6200,60,8,1,72
CC1C=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]C1)[O]CC(C)(c1c(C(C)C)cccc1C(C)C)C=[N+]2c1ccccc1,0.7964875106477234,601.0700158,9400,30,1,1,40
Cc1ccc2c(c1)C=[N+](Cc1ccccc1F)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7962782760899993,599.3350223,6200,60,8,1,72
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(ccc(F)c3C)C=[N+]1C)[N+](C)=C2,0.7962480389186197,599.0847072,700,70,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2ccc(C)cc2)[O]c2ccccc21,0.7962388659745369,599.0087906,9400,30,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(c1c(F)c(F)c(F)c(F)c1F)=[N+]2C,0.7961509485263554,598.2816616,1900,30,8,1,72
[H]c1ccc([N+]2=C(C)CC[O][Zr-2]23([Cl])([Cl])[O]CCC(C)=[N+]3c2ccccc2)cc1,0.7960520692478092,597.4649263,9400,60,10,1,40
Fc1ccccc1[N+]1=CCC[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.7959847224239615,596.9092851,6200,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1c(C(C)C)cccc1C(C)C)=[N+]2c1ccccc1,0.7958216057990869,595.5656411,1300,30,8,1,72
CC(C)CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7956985198748798,594.5537453,9400,60,8,1,40
Cc1ccc2c(c1)C=[N+](Cc1cc(C)c(C)c(C)c1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.795669448091105,594.3149958,9400,30,10,1,72
CC[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1cccc(C)c1C=[N+]2c1ccccc1,0.7951889525491587,590.3828257,9400,50,8,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2c(C(C)C)cccc2C(C)C)[O]c2ccccc21,0.7951168283138126,589.7948416,9400,30,8,1,72
C[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccc(C2CCCCCCC2)cc1,0.7951109995727418,589.7473491,9400,60,8,1,40
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]1C)[O]2,0.795072000337315,589.4296822,9400,60,8,1,40
CC(C)c1ccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.7948948480564125,587.9888469,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2C)[O]CC1,0.7948073712887372,587.2786703,9400,60,8,1,72
Cc1cc(C)c(C[N+]2=Cc3c(C)cccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c(C)c1,0.7948005645309418,587.2234459,9400,30,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]c2ccccc21,0.7947400145550216,586.7324219,9400,60,10,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cc(F)cc1[n+]32,0.7946372283612992,585.8998275,1600,60,10,1,27
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1C)[O]2,0.7945256652373756,584.9974748,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2ccccc2F)[O]c2ccccc21,0.7945221311993853,584.9689133,6200,30,8,1,72
[H]C[N+]1=C2CCCc3ccc4[n+](c32)[Co-3]1([Cl])([Cl])[N+](C)=C4C,0.7944994891012119,584.7859565,1300,60,8,1,27
CC1=[N+](c2ccc(C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3cccc(F)c3)=C(C)c3cccc1[n+]32,0.7944590169381187,584.4590686,700,60,10,1,28
CC1=[N+](c2cccc(C)c2)[Ni-3]2([Cl])([Cl])[N+](c3cccc(F)c3)=C(C)c3cccc1[n+]32,0.7944253995579642,584.1876847,700,60,10,1,28
Cc1ccc2c(c1F)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7944065632142912,584.0356792,6200,60,8,1,72
CCCCC[N+]1=C(C)c2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7943776649034688,583.8025524,9400,50,8,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1cc(C(C)C)cc(C(C)C)c1)=[N+]2c1ccccc1,0.7943766083800734,583.7940311,9400,30,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2Cc1ccccc1C(C)(C)C,0.7942604229022093,582.8576989,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]2C)[O]c2ccccc21,0.793818748188656,579.3119526,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1c(C(C)C)cccc1C(C)C)=[N+]2c1ccccc1,0.7937847025985741,579.0395331,1300,60,8,1,22
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(F)cccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7935990768387572,577.5564802,6200,60,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C(c3c(F)c(F)c(F)c(F)c3F)=[N+]2C)[O]c2ccccc21,0.7935033225663783,576.7929393,6200,30,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2Cc1cccc(C(C)(C)C)c1,0.7934428768805007,576.3114675,9400,30,8,1,72
Cc1cc(F)c2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7934243566966052,576.1640279,6200,60,8,1,72
Cc1ccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc1,0.7932993627200611,575.1699344,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2cccc(C)c2)[O]CC1,0.7932438186681451,574.7287359,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccccc1C1CCCCC1,0.7932029029321206,574.4039498,1300,60,8,1,22
Cc1ccc2c(c1F)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7931443396292066,573.9393979,6200,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(C2CCCC2)cc1,0.7931163194738801,573.7172616,9400,60,8,1,72
Cc1ccc([N+]2=CCC[O][Hf-2]23([Cl])([Cl])[O]C(C)CC=[N+]3c2ccccc2)cc1,0.793098322261238,573.5746299,9400,60,8,1,72
CC1=[N+](c2ccc(C)cc2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7929246447976674,572.2000202,9400,60,8,1,40
Cc1cccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c1,0.7929115493835001,572.0965072,9400,50,10,1,72
CC1C=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]C1C1CCCCCC1,0.7928315253956155,571.4643627,9400,60,8,1,40
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]2)[O]c2cc(C3CC3)ccc2C=[N+]1c1ccccc1,0.7927485582102491,570.8097061,9400,55,8,1,40
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C(F)=[N+]1c1ccccc1)[N+](C)=C2,0.7926891702707598,570.3415632,700,50,10,1,72
CC1=[N+](c2ccccc2C)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7926232958840054,569.8227382,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1ccc(C(C)(C)C)cc1)=[N+]2c1ccccc1,0.7925605738722845,569.3291798,9400,30,8,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7925136698333347,568.9603721,6200,60,8,1,72
Cc1cc(C)c(C[N+]2=Cc3cc(C)ccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c(C)c1,0.7924780596199558,568.6805277,9400,30,10,1,72
CCCCC[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccc(C)cc1C=[N+]2C,0.7924003833408646,568.0705826,9400,50,8,1,40
CC[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccc(C)cc1C=[N+]2c1ccccc1,0.7923508226249051,567.6817541,9400,50,8,1,40
[Cl][Zr-2]12([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]c1ccc(C3CC3)cc1C=[N+]2c1ccccc1,0.7923490190975525,567.6676095,9400,55,8,1,40
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cc(F)ccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7922282107641422,566.7209462,6200,60,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2Cc1ccc(C(C)(C)C)cc1,0.7920011204070228,564.9457195,9400,30,8,1,72
CC1=[N+](c2ccccc2C)[Co-3]2([Cl])([Cl])[N+](c3ccccc3F)=C(C)c3cccc1[n+]32,0.7919134892385705,564.2621709,1800,60,10,1,27
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C(F)=[N+]1C,0.7919035804887108,564.1849319,700,75,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccc(C)cc2)[O]CC1,0.7918674327526236,563.9032486,9400,60,8,1,72
CC1=[N+](c2ccc(C(C)C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cc(C)cc1[n+]32,0.7918489868019024,563.7595617,800,30,1,1,28
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2c(C)cc(C)cc2C)[O]c2ccccc21,0.7918112022442534,563.4653487,9400,30,8,1,72
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2C(C)C)[O]1,0.7917678413849119,563.1279045,9400,60,8,1,72
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1Cc1ccccc1F)[N+](C)=C2,0.7916961945217237,562.5707749,6200,60,8,1,72
CC1CC=[N+](c2ccccc2C(C)C)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.7916204080325923,561.9820552,9400,60,8,1,72
CCC1=[N+](c2ccc(C(C)C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cccc1[n+]32,0.7915506987594763,561.4410881,800,30,2,1,28
Cc1c(C)c(C)c(C[N+]2=Cc3ccccc3[O][Ti-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c(C)c1C,0.7913416178327989,559.821672,800,60,8,1,22
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1Cc1cc(C)c(C)c(C)c1)[O]2,0.7913228796755892,559.6767657,9400,30,10,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C=[N+]1Cc1ccc(F)cc1,0.7912587742493271,559.1813078,6200,30,10,1,72
CCCCCc1ccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.7912164937183926,558.8547702,9400,30,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(Cc1ccccc1)=[N+]2C,0.7910826111144305,557.8220363,9400,60,8,1,72
CC1=[N+](c2cccc(C)c2)[Zr-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7910597432634132,557.6458308,9400,60,8,1,40
CC1=[N+](c2ccc(C)cc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(F)cc3)=C(C)c3cccc1[n+]32,0.7909845889690676,557.0671304,1600,60,10,1,26
Fc1ccc2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.7909643155877142,556.911125,9400,60,8,1,40
CC1=[N+](c2ccc(C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(C)c3c(F)ccc1[n+]32,0.7909416524059927,556.7367815,1600,60,10,1,28
Cc1ccccc1C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7908221679520563,555.8185126,9400,50,10,1,72
Cc1ccc2c(c1)C=[N+](C)[Zr-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(F)cc2C=[N+]1C,0.790749498510201,555.2607701,9400,60,8,1,40
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccc(C(C)C)cc2)[O]1,0.7903914554693904,552.5209283,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C=[N+]2c1ccc(F)cc1,0.7903652263832197,552.3207486,9400,60,8,1,40
CC1=[N+](C)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccc(F)cc21,0.790266629198087,551.5689057,9400,60,10,1,40
CC1=[N+](CCCc2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7902604216213165,551.5216048,9400,30,10,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1F)=C2,0.7902151016164896,551.1763947,700,50,8,1,72
CCc1cccc2c1[O][Zr-2]1([Cl])([Cl])([O]c3ccc(C)cc3C=[N+]1C)[N+](C)=C2,0.7902121425956512,551.1538628,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccc(C)cc3F)=C(C)c3cccc1[n+]32,0.7901614927943733,550.7683263,1800,60,10,1,27
CC1=[N+](c2ccc(C)cc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3F)=C(C)c3cccc1[n+]32,0.7900229012004876,549.7147716,1800,60,10,1,27
Cc1cc(F)c2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.7898481123067622,548.388923,6200,60,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1CF)[O]2,0.7898251903378316,548.2152874,9400,60,8,1,40
CCCCCC1(C)CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.7896964962591901,547.2414407,9400,30,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2ccc(F)cc2)[O]c2ccccc21,0.7895600881897105,546.2111096,6200,60,8,1,72
CC1CC=[N+](c2ccc(C(C)C)cc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.7894396300990499,545.3028664,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CC(c1ccc(F)cc1)C(C)=[N+]2c1ccccc1,0.7893057497088223,544.2951923,6200,30,8,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3cc(F)ccc3C=[N+]1C)[O]2,0.789256714348702,543.9265852,700,70,8,1,72
CC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1c(C)cccc1C=[N+]2C,0.7892556613237555,543.9186722,9400,50,8,1,72
CCC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(C)=[N+]2C,0.7891941735872202,543.4568179,9400,50,8,1,72
Cc1ccccc1C1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]C(C)C1,0.7891386835511893,543.0403509,9400,30,8,1,72
Cc1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1Cc1c(F)cccc1F)[O]2,0.788888731131863,541.1683471,6200,60,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CC(F)C(C)=[N+]2c1ccccc1,0.7888690773710564,541.0214253,9400,60,10,1,40
Cc1cccc2c1C=[N+](Cc1ccc(F)cc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7887150732120077,539.8715469,6200,60,8,1,72
Cc1ccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2cccc(C)c2C=[N+]3c2ccccc2)cc1,0.7886085706320821,539.0777708,9400,55,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Ti-2]1([Cl])([Cl])([O]2)[O]c2ccc(F)cc2C=[N+]1c1ccccc1,0.7885768315600875,538.8414416,1300,60,10,1,22
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3cc(C)cc(F)c3)=C(C)c3cccc1[n+]32,0.7885485268987529,538.6307724,1800,60,10,1,27
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1Cc1cc(C)c(C)c(C)c1)[O]2,0.7882733776910456,536.5871475,9400,30,8,1,72
CC(C)c1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7881826827467596,535.9152265,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C=[N+]2c1ccccc1F,0.7879980140680295,534.5496929,6200,60,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cc(C)ccc2C=[N+]1c1ccccc1,0.7877786451502788,532.9320891,9400,55,8,1,72
CC1=[N+](c2ccc(C(C)C)cc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7877766185912825,532.9171683,9400,60,8,1,72
Fc1cccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c1,0.7877599447061763,532.7944206,6200,50,8,1,72
Cc1cc2c(cc1Cc1ccccc1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7876092480237158,531.6863223,9400,30,8,1,72
[Cl][Hf-2]12([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]c1ccccc1C=[N+]2c1ccccc1Cc1ccccc1,0.7873160569856125,529.5370381,9400,30,10,1,72
CC[N+]1=C(C)c2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7872656621829722,529.1684869,9400,50,8,1,72
Cc1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3cc(F)ccc3C=[N+]1C)[O]2,0.7872460610667685,529.0252077,700,70,8,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)c(F)c2C=[N+]1C,0.7870744034341773,527.7720909,700,75,10,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2Cc1cccc2ccccc12,0.7870647400861722,527.7016359,9400,50,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(-c4cccc(C)c4)cc1[n+]32,0.7870033835779462,527.2545078,6200,60,4,1,28
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C(F)=[N+]1c1ccccc1,0.7869759569706134,527.0547623,700,50,8,1,72
CC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7867930610803207,525.7246814,9400,50,10,1,72
Cc1ccc(C2(C)C=[N+](c3ccccc3)[Hf-2]3([Cl])([Cl])([O]C2)[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.7867670790092207,525.5360035,9400,30,8,1,72
Cc1cc2c(cc1F)[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1C)[N+](C)=C2,0.7867428341815004,525.3600022,700,70,8,1,72
CC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccc(C)cc1C=[N+]2C,0.7866687457301677,524.8225347,9400,50,8,1,72
CCCC[N+]1=C(C)c2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7866601745300136,524.7603912,9400,50,8,1,72
Cc1cccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2cc(C)ccc2C=[N+]3c2ccccc2)c1,0.7866133771446998,524.4212277,9400,55,8,1,72
CC(C)c1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7864891114543578,523.5216769,9400,30,8,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]1C)[N+](C)=C2,0.7864840695221763,523.4852113,700,70,8,1,72
CC1=[N+](c2ccc(C(C)C)cc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C=[N+]2c1ccccc1,0.786354466258816,522.5487312,9400,30,8,1,72
CC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccc(C)cc1C=[N+]2c1ccccc1,0.78622750701828,521.6329805,9400,50,8,1,72
CCCC[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C(C)=[N+]2C,0.7862258905227568,521.6213312,9400,50,8,1,40
Cc1ccc2c(c1C)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.7862102248178042,521.5084491,9400,55,8,1,72
CCc1cccc2c1C=[N+](C)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.7860602525075006,520.4290314,9400,50,8,1,40
