new_catalysts,best_predicted_activity,true_activity,Al/M,T,P,t,metal
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Ti-2]1([Cl])([Cl])([O]2)[O]c2cc(C)ccc2C=[N+]1c1ccccc1,0.7459206560911722,298.8986383,1300,55,8,1,22
CC1=[N+](c2ccc(C)cc2)[Co-3]2([Cl])([Cl])[N+](c3cccc(C)c3)=C(C)c3cccc1[n+]32,0.7457520061957897,298.2030199,700,60,6,1,27
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(CC)cc1[n+]32,0.7454800736750896,297.0848067,800,60,2,1,28
Cc1ccc([N+]2=Cc3ccccc3[O][Ti-2]23([Cl])([Cl])[O]c2ccc(C)cc2C=[N+]3c2ccccc2)cc1,0.7454576324288387,296.9927137,1300,50,8,1,22
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cc(C)ccc2C=[N+]1c1ccccc1,0.7453088394852103,296.3828275,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccc(C)c(C)c3)=C(C)c3cccc1[n+]32,0.7452924018170521,296.3155282,700,60,6,1,27
CCCCC1CC=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.745227442225722,296.0497191,1300,60,8,1,22
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2ccc(C)cc2C=[N+]1c1ccccc1,0.7451254465577821,295.6328426,9400,50,10,1,72
[Cl][Hf-2]12([Cl])([O]c3ccccc3C=[N+]1CC1CCCCCC1)[O]c1ccccc1C=[N+]2c1ccccc1,0.7450438949788646,295.2999476,800,50,8,1,72
[H]C1C[O][Ti-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[N+](c2ccccc2)=C1C,0.745006121807835,295.1458838,1300,60,8,1,22
Cc1cc(C)c2c(c1)C=[N+](C)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C(F)=[N+]1C)[O]2,0.7449872651033127,295.0690039,700,60,10,1,40
Cc1cccc2c1C=[N+](C)[Ti-2]1([Cl])([Cl])([O]2)[O]c2c(C)ccc(C)c2C=[N+]1c1ccccc1,0.7444663609822892,292.9531458,1300,60,8,1,22
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(F)cc3)=C(CC)c3cccc1[n+]32,0.7444510445995943,292.8911624,6200,60,6,1,28
Cc1ccc(C[N+]2=Cc3c(C)cccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc1,0.7444177445977611,292.7564469,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3cccc(C)c3)=C(C)c3cc(-c4cc(C)c(C)c(C)c4)cc1[n+]32,0.7440898419964443,291.4332181,1100,60,4,1,27
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cc(C)ccc3C=[N+]1c1ccccc1)[N+](C)=C2,0.7440145272722385,291.1301363,9400,50,10,1,72
Cc1ccc2c(c1C)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7435675053053508,289.3377047,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cc(C(C)C)cc1[n+]32,0.7434529680984266,288.8802216,700,60,6,1,27
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3cccc(CC)c3)=C(CC)c3cccc1[n+]32,0.7433320225743583,288.3979277,800,60,2,1,28
Cc1cc(C)c(-c2c(C)cc3c(c2C)[O][Hf-2]2([Cl])([Cl])([O]c4c(C)cc(C)cc4C=[N+]2C)[N+](C)=C3)c(C)c1,0.7433211076672208,288.354442,6200,30,8,1,72
CCc1ccc([N+]2=C(C)CC[O][Ti-2]23([Cl])([Cl])[O]CCC=[N+]3c2ccccc2)cc1,0.7432475408189914,288.061518,1300,60,8,1,22
[H]c1ccc([N+]2=C(C)c3cccc4[n+]3[Fe-3]2([Cl])([Cl])[N+](c2ccccc2)=C4C)c(C(C)C)c1,0.7431736735992749,287.7676973,800,75,6,1,26
Cc1ccc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2cccc(C)c2C=[N+]3C)cc1,0.7429788238612886,286.9940832,9400,50,10,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3F)=C(CC)c3cccc1[n+]32,0.7429404004172631,286.8417758,1600,60,10,1,28
Cc1ccc2c(c1)[O][Ti-2]1([Cl])([Cl])([O]c3cc(C)ccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7427640952335092,286.1439523,1300,55,10,1,22
CCc1ccccc1[N+]1=CCC[O][Ti-2]12([Cl])([Cl])[O]CCC(C)=[N+]2c1ccccc1,0.7425787168554995,285.4120475,1300,60,8,1,22
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1cccc(-c3ccccc3F)c1C=[N+]2C,0.7425427157625409,285.2701264,6200,55,8,1,72
CCc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccc(C)cc3C=[N+]1C)[O]2,0.7425110611559689,285.1453981,700,50,10,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cc(C)cc1[n+]32,0.7424947722732046,285.0812364,700,60,6,1,27
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]1)[O]C(C)(C1CCCCCC1)CC=[N+]2c1ccccc1,0.7419077480259735,282.7785662,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccccc1C1CCCCCC1,0.7416164563660843,281.6428551,1000,60,8,1,22
CCCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cccc1[n+]32,0.7413053088269937,280.434766,700,60,2,1,28
[H]c1ccc2[n+]3c1C(CC)=[N+](c1ccccc1)[Fe-3]3([Cl])([Cl])[N+](c1ccccc1)=C2CC,0.741251988077313,280.2282589,1000,60,2,1,26
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)ccc(C)c2C=[N+]1C,0.7412506206545381,280.222965,9400,60,8,1,72
CCCC[N+]1=C(C)c2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1c(C)cccc1C=[N+]2C,0.7412289045318257,280.1389053,9400,50,8,1,72
CCCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cccc1[n+]32,0.7411786805295572,279.9445927,800,60,2,1,27
CC1CC=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]1)[O]C(C)CC=[N+]2c1ccccc1F,0.7410579889833678,279.4781977,1300,60,8,1,22
CCc1cccc(CC)c1[N+]1=C(C)c2cccc3[n+]2[Co-3]1([Cl])([Cl])[N+](c1ccccc1)=C3C,0.740807575642708,278.5129888,700,60,2,1,27
[H]c1ccccc1[N+]1=C(C)c2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7406508093699397,277.9104364,9400,50,10,1,72
CC1=[N+](Cc2c(C)c(C)c(C)c(C)c2C)[Ti-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7406135932100462,277.7675826,1300,60,8,1,22
CC(C)c1cccc(C(C)C)c1C1(C)C=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]C1,0.7405944803113015,277.6942466,800,60,8,1,22
Cc1ccc([N+]2=Cc3ccc(C)cc3[O][Ti-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.7405470928926875,277.5125048,1300,50,8,1,22
Cc1cccc2c1[O][Zr-2]1([Cl])([Cl])([O]c3c(C)ccc(F)c3C=[N+]1C)[N+](C)=C2,0.7402717466243178,276.4588389,700,70,8,1,40
CC1=[N+](c2ccccc2C)[Co-3]2([Cl])([Cl])[N+](c3ccccc3-c3cccc(C)c3C)=C(C)c3cccc1[n+]32,0.7401443813474959,275.9728052,6200,60,4,1,27
CC1=[N+](c2ccccc2C(C)C)[Co-3]2([Cl])([Cl])[N+](c3ccc(C)cc3C(C)C)=C(C)c3cccc1[n+]32,0.7401436294689085,275.9699385,1000,60,6,1,27
Cc1ccccc1[N+]1=Cc2c(C)cccc2[O][Ti-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7400863843099175,275.7517681,1300,50,8,1,22
Cc1ccc2c(c1)C=[N+](C)[Zr-2]1([Cl])([Cl])([O]2)[O]c2cc(F)ccc2C=[N+]1C,0.7398906086203533,275.0069387,700,70,8,1,40
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3CC)=C(CC)c3cccc1[n+]32,0.7397065383035799,274.3084776,6200,60,6,1,28
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](C)=C2,0.7397001804973881,274.2843844,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccccc1C1CCCCCCC1,0.7396696372718011,274.168669,1300,60,8,1,22
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3cccc(F)c3)=C(CC)c3cccc1[n+]32,0.7396359375140834,274.0410514,1600,60,10,1,28
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cccc(C(C)C)c3C=[N+]1C)[N+](c1ccccc1)=C2,0.7391106037198617,272.0593288,9400,50,8,1,72
CCC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC(C)C=[N+]2c2ccccc2)[O]1,0.7389073644838715,271.2964975,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1cccc(C(C)C)c1,0.7388929166847398,271.2423511,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1cccc(C)c1C)=[N+]2c1ccccc1,0.7388727529822413,271.1668011,1300,60,8,1,22
CC1=[N+](c2ccccc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3C(C)C)=C(C)c3cc(C(C)C)cc1[n+]32,0.7385054771284749,269.7943576,1000,30,1,1,26
CCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3c(F)ccc1[n+]32,0.7378473240398546,267.3523121,800,70,10,1,27
CCc1ccc([N+]2=CCC[O][Ti-2]23([Cl])([Cl])[O]CCC(C)=[N+]3c2ccccc2)cc1,0.7377156854560021,266.8665325,1300,60,8,1,22
Cc1ccc2c(c1)C=[N+](c1ccc(F)cc1)[Ti-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7376469847982016,266.6133604,6200,60,8,1,22
[H]C(C)(C)c1ccc([N+]2=C(C)c3cccc4[n+]3[Co-3]2([Cl])([Cl])[N+](c2ccc(C(C)C)cc2)=C4C)cc1,0.7376113251821701,266.4820441,700,30,2,1,27
Cc1cccc2c1C=[N+](c1ccccc1)[Ti-2]1([Cl])([Cl])([O]2)[O]c2cccc(F)c2C=[N+]1C,0.7371274132092637,264.7064229,800,60,8,1,22
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CC(F)C(C)=[N+]2c1ccccc1,0.7370500785264956,264.4237568,1300,60,8,1,22
Cc1ccc2c(c1)[O][Zr-2]1([Cl])([Cl])([O]c3cc(F)ccc3C=[N+]1C)[N+](C)=C2,0.737015490524682,264.2974318,700,70,10,1,40
CC1(C2CCCCCC2)CC=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.7368449386420491,263.6754111,800,60,8,1,22
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1cccc(C)c1)=[N+]2c1ccccc1,0.7365716142962827,262.6816199,1300,60,8,1,22
Cc1cc(C)c2c(c1)C=[N+](C)[Ti-2]1([Cl])([Cl])([O]c3ccc(F)cc3C=[N+]1C)[O]2,0.736390583776434,262.0254664,800,70,8,1,22
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1cccc(F)c1C=[N+]2C,0.7362294695302883,261.4428789,9400,60,8,1,40
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(C)cc1,0.7361516631512259,261.1619959,1300,60,8,1,22
Cc1cc(F)c2c(c1)[O][Ti-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7360609468158186,260.8348885,6200,60,8,1,22
Cc1cccc(C[N+]2=Cc3ccccc3[O][Ti-2]23([Cl])([Cl])[O]c2cccc(C)c2C=[N+]3C)c1C,0.7360422538899836,260.767536,1300,50,10,1,22
CCCC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]c2ccccc21,0.7359273996017524,260.3540858,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(C(C)C)cc1,0.7355618319851698,259.0424816,9400,60,8,1,72
CCC1=[N+](c2ccccc2)[Fe-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(F)cc1[n+]32,0.7346491531828069,255.7966892,1300,60,10,1,26
CC1=[N+](c2ccc(C)cc2)[Co-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cccc1[n+]32,0.7342121208992805,254.256887,700,60,6,1,27
Cc1cccc([N+]2=Cc3cc(C)ccc3[O][Ti-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c1,0.734029132578241,253.6149178,800,50,8,1,22
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cc(C)cc1[n+]32,0.7340019583135565,253.519722,700,60,6,1,28
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC=[N+]2c2cccc(C)c2)[O]CC1,0.7334607776050137,251.6313025,1300,60,8,1,22
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CCC(C1CCCCCC1)=[N+]2c1ccccc1,0.7334005427530247,251.4219883,800,60,8,1,22
[H]c1c(C)cc2c(c1C)[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cc(C)cc3C=[N+]1C)[N+](c1ccccc1)=C2,0.733207031538839,250.7507203,700,60,8,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccc(F)cc3C)=C(C)c3cccc1[n+]32,0.7331675321654262,250.613922,800,70,10,1,27
[H]c1ccc([N+]2=C3CCCCc4cc5c6[n+](c43)[Co-3]2([Cl])([Cl])[N+](c2ccc(C)cc2)=C6CCC5)cc1,0.7331595757280135,250.5863754,800,60,1,1,27
CCC(C)c1ccc([N+]2=C(C)c3cccc4[n+]3[Fe-3]2([Cl])([Cl])[N+](c2ccc(C(C)C)cc2)=C4C)cc1,0.7329064913250797,249.7117326,1100,30,1,1,26
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccc(C)cc2)[O]CC1,0.7318972249844216,246.2540319,1300,60,8,1,22
CCCCCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3)=C(C)c3cccc1[n+]32,0.7314907148720148,244.8749099,800,60,6,1,27
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3cccc(C)c3-c3c(C)cccc3C)=C(C)c3cccc1[n+]32,0.7310414255048078,243.3596393,1000,60,4,1,27
Cc1ccc2c(c1)C=[N+](C)[Ti-2]1([Cl])([Cl])([O]2)[O]c2cccc(C)c2C=[N+]1c1ccccc1,0.7308690363571636,242.7807329,800,50,8,1,22
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(C)cc1[n+]32,0.7286565832283368,235.472123,700,60,2,1,28
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1cccc(C(C)C)c1C=[N+]2C,0.7283511733933453,234.4806668,1400,60,8,1,72
CC1=[N+](c2ccccc2C)[Co-3]2([Cl])([Cl])[N+](c3ccccc3C(C)C)=C(C)c3cccc1[n+]32,0.7280148319932546,233.3936264,700,60,6,1,27
Cc1ccc(C)c2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1c1ccccc1)[O]2,0.7279005890897567,233.0255462,700,60,10,1,72
CC1=[N+](c2cccc(C)c2)[Co-3]2([Cl])([Cl])[N+](c3cccc(C)c3)=C(C)c3cccc1[n+]32,0.7273833374426433,231.3662591,700,60,6,1,27
CC1=[N+](c2ccc(C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cccc1[n+]32,0.726710274313933,229.2248229,700,60,6,1,28
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(-c4c(C(C)C)cccc4C(C)C)cc1[n+]32,0.725461024099401,225.3025694,1000,60,4,1,28
CC1=[N+](c2ccc(C(C)C)cc2)[Co-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cc(C)cc1[n+]32,0.7245653596134936,222.5318394,700,30,1,1,27
CCC1=[N+](c2ccc(C)cc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(C(C)(C)C)cc3)=C(CC)c3cc(C)cc1[n+]32,0.7237577606282845,220.0627642,1000,60,6,1,26
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3C)=C(C)c3cc(-c4cc(C)c(C)c(C)c4)cc1[n+]32,0.7217399421968252,214.0127528,1100,60,4,1,27
